"string","num","next_word","nchar"
"to be back in",11,"the",13
"to be in the",11,"same",12
"to find out how",11,"to",15
"to get back in",11,"the",14
"to get caught up",11,"in",16
"to get ready for",11,"the",16
"to go for a",11,"walk",11
"to go to the",11,"gym",12
"to know more about",11,"the",18
"to know that you",11,"are",16
"to meet you last",11,"night",16
"to one of my",11,"favorite",12
"to see in the",11,"world",13
"to see you on",11,"twitter",13
"to take control of",11,"the",18
"to take part in",11,"the",15
"to the middle of",11,"the",16
"to the point where",11,"the",18
"to the united states",11,"in",20
"today is a great",11,"day",16
"tomorrow is going to",11,"be",20
"trying to figure out",11,"if",20
"turns out to be",11,"a",15
"tweet from would make",11,"my",21
"under the influence of",11,"alcohol",22
"was arrested and charged",11,"with",24
"was going to be",11,"the",15
"was going to have",11,"a",17
"was the first time",11,"the",18
"we are going to",11,"do",15
"we need to hang",11,"out",15
"we need to have",11,"a",15
"we’re going to have",11,"to",19
"what can i say",11,"i",14
"what do you think",11,"i",17
"what im going to",11,"do",16
"what is going to",11,"happen",16
"what we want to",11,"do",15
"what you can do",11,"with",15
"whats going on in",11,"the",17
"when are we going",11,"to",17
"when i get home",11,"from",15
"when i look at",11,"the",14
"when i was in",11,"my",13
"who grew up in",11,"the",14
"who wants to go",11,"to",15
"will be part of",11,"the",15
"will find a way",11,"to",15
"will have a chance",11,"to",18
"will take care of",11,"itself",17
"wish to see in",11,"the",14
"with salt and pepper",11,"and",20
"would like to see",11,"a",17
"would make my nightmiobi",11,"taught",24
"would not comment on",11,"the",20
"would you do if",11,"you",15
"you all have a",11,"great",14
"you fall in love",11,"with",16
"you get a chance",11,"to",16
"you guys are the",11,"best",16
"you had a chance",11,"to",16
"you have no idea",11,"what",16
"you have to be",11,"a",14
"you know you want",11,"to",17
"you light up my",11,"world",15
"you may or may",11,"not",14
"you need to do",11,"to",14
"you so much for",11,"following",15
"you want to be",11,"the",14
"you wish to see",11,"in",15
"youre just somebody that",11,"i",24
"a cup of coffee",10,"and",15
"a cup of tea",10,"and",12
"a day in the",10,"life",12
"a few years ago",10,"the",15
"a force to be",10,"reckoned",13
"a great way to",10,"get",14
"a larceny was reported",10,"at",22
"a long time since",10,"i",17
"a loss of million",10,"or",17
"a lot of good",10,"things",13
"a lot of it",10,"is",11
"a lot of time",10,"in",13
"a lot of work",10,"and",13
"a month and a",10,"half",13
"a person familiar with",10,"the",22
"a slap in the",10,"face",13
"a stay at home",10,"mom",14
"a tworun homer in",10,"the",17
"able to keep up",10,"with",15
"about the size of",10,"a",17
"according to the police",10,"report",23
"agent in charge of",10,"the",18
"alabama running back trent",10,"richardson",26
"all i had to",10,"do",12
"all i want for",10,"christmas",14
"all is said and",10,"done",15
"all of a sudden",10,"the",15
"all of a sudden",10,"you",15
"all the way down",10,"to",16
"always smile bro follow",10,"me",23
"am thinking about getting",10,"a",25
"an integral part of",10,"the",19
"and a lot of",10,"people",12
"and have a lot",10,"of",14
"and i dont know",10,"if",15
"and i dont know",10,"why",15
"and i have to",10,"admit",13
"and is a member",10,"of",15
"and listen to it",10,"everyday",16
"and not being able",10,"to",18
"and on and on",10,"and",13
"and so on and",10,"so",13
"and the best part",10,"is",17
"and then there are",10,"the",18
"and then there is",10,"the",17
"and there are a",10,"lot",15
"and there will be",10,"a",17
"and there will be",10,"no",17
"and this is one",10,"of",15
"and we are going",10,"to",16
"and we were able",10,"to",16
"and you could win",10,"a",17
"anyone know where i",10,"can",19
"are going to be",10,"a",15
"are going to have",10,"a",17
"around the edges of",10,"the",19
"as a result of",10,"their",14
"as if it were",10,"a",13
"as in the case",10,"of",14
"as long as it",10,"is",13
"as to whether or",10,"not",16
"as well as in",10,"the",13
"at radio city music",10,"hall",19
"at the exact same",10,"time",17
"at the head of",10,"the",14
"at the top of",10,"a",13
"at the university of",10,"maryland",20
"at the university of",10,"oregon",20
"at the university of",10,"pennsylvania",20
"at the university of",10,"texas",20
"at the world famous",10,"comic",19
"be a good fit",10,"for",13
"be a part of",10,"a",12
"be able to do",10,"it",13
"be able to do",10,"this",13
"be able to go",10,"to",13
"be interesting to see",10,"if",21
"be on the look",10,"out",14
"be the first to",10,"know",15
"been so long since",10,"i",18
"before the start of",10,"the",19
"bored out of my",10,"mind",15
"both sides of the",10,"ball",17
"but as soon as",10,"i",14
"but i have to",10,"go",13
"but i would like",10,"to",16
"but let me tell",10,"you",15
"but you get the",10,"idea",15
"buy it and listen",10,"to",17
"buy one get one",10,"free",15
"calories g fat mg",10,"cholesterol",17
"came to the united",10,"states",18
"can be used as",10,"a",14
"can i get a",10,"happy",11
"can i get a",10,"rt",11
"cant wait to hear",10,"what",17
"cant wait to see",10,"how",16
"cant wait to see",10,"them",16
"cant wait until new",10,"song",19
"cents a share in",10,"the",16
"change you wish to",10,"see",18
"city kansas missouri news",10,"televison",25
"come up with a",10,"plan",14
"comes at a time",10,"when",15
"comes to itunes i",10,"will",17
"couple of weeks ago",10,"i",19
"court of appeals for",10,"the",20
"crazy but heres my",10,"number",18
"credit where credit is",10,"due",22
"day thanks for the",10,"follow",18
"decided to give it",10,"a",18
"decided to go ahead",10,"and",19
"depending on the size",10,"of",21
"do i have to",10,"do",12
"do the right thing",10,"and",18
"do you have a",10,"favorite",13
"don’t get me wrong",10,"i",18
"don’t know what to",10,"do",18
"dont care i dont",10,"care",16
"dont even get me",10,"started",16
"dont think its going",10,"to",20
"dow jones industrial average",10,"fell",28
"end of the day",10,"we",14
"end of the first",10,"quarter",16
"every sense of the",10,"word",18
"everyone is having a",10,"wonderful",20
"express offers great prices",10,"on",27
"fact of the matter",10,"is",18
"federal reserve chairman ben",10,"bernanke",28
"feel like i have",10,"to",16
"figure out how to",10,"make",17
"first game of the",10,"season",17
"first two games of",10,"the",18
"follow me would mean",10,"so",20
"follow she is you",10,"biggest",17
"for a few months",10,"now",16
"for a long period",10,"of",17
"for a long time",10,"the",15
"for a minute or",10,"two",15
"for following robin lynch",10,"aerialist",25
"for more information about",10,"the",26
"for more information on",10,"the",23
"for more than years",10,"and",19
"for the ff have",10,"a",15
"for the first day",10,"of",17
"for the first time",10,"a",18
"for the first time",10,"last",18
"for the follow i",10,"love",16
"for the follow love",10,"your",19
"for the heads up",10,"i",16
"for the most part",10,"it",17
"for the next couple",10,"of",19
"for the shout out",10,"we",17
"for the very first",10,"time",18
"former cuyahoga county commissioner",10,"jimmy",35
"get a feel for",10,"the",14
"get to the end",10,"of",14
"get up in the",10,"morning",13
"give a shout out",10,"to",16
"going in the right",10,"direction",18
"going to be a",10,"beautiful",13
"going to be a",10,"big",13
"going to be a",10,"busy",13
"going to be a",10,"little",13
"going to be the",10,"same",15
"going to try to",10,"get",15
"good the bad and",10,"the",16
"had a dream that",10,"i",16
"happy fathers day to",10,"all",20
"has been a lot",10,"of",14
"has been the subject",10,"of",20
"has the potential to",10,"be",20
"have a great weekend",10,"i",20
"have a lot to",10,"do",13
"have to be willing",10,"to",18
"have to go out",10,"and",14
"have to put up",10,"with",14
"have you ever been",10,"to",18
"having a great time",10,"at",19
"he is going to",10,"be",14
"he is the son",10,"of",13
"he said in a",10,"statement",12
"he was hit by",10,"a",13
"he would like to",10,"see",16
"help me get more",10,"followers",16
"help spread the word",10,"about",20
"help us spread the",10,"word",18
"here are a few",10,"things",14
"here are some of",10,"my",16
"here is a list",10,"of",14
"hope its a good",10,"one",15
"how am i going",10,"to",14
"how long it would",10,"take",17
"how many times have",10,"you",19
"i am going to",10,"get",13
"i am going to",10,"go",13
"i am going to",10,"start",13
"i am looking for",10,"a",16
"i am not the",10,"only",12
"i am thinking about",10,"getting",19
"i came to the",10,"conclusion",13
"i can guarantee you",10,"that",19
"i can think of",10,"is",14
"i cant help but",10,"wonder",15
"i cant think of",10,"anything",15
"i cant wait to",10,"be",14
"i could go on",10,"and",13
"i could really go",10,"for",17
"i did a lot",10,"of",11
"i didn’t know what",10,"to",18
"i do not have",10,"to",13
"i dont care i",10,"dont",13
"i dont know why",10,"im",15
"i dont really want",10,"to",18
"i dont think any",10,"of",16
"i dont want to",10,"have",14
"i dont want to",10,"talk",14
"i get to meet",10,"you",13
"i got home from",10,"work",15
"i had never heard",10,"of",17
"i had to do",10,"was",11
"i had to go",10,"back",11
"i hate not being",10,"able",16
"i have a feeling",10,"this",16
"i have a few",10,"more",12
"i have always wanted",10,"to",20
"i have come to",10,"the",14
"i have no interest",10,"in",18
"i have no one",10,"to",13
"i have to deal",10,"with",14
"i have to do",10,"it",12
"i have to go",10,"back",12
"i have to say",10,"it",13
"i have to tell",10,"you",14
"i havent been on",10,"here",16
"i havent had time",10,"to",17
"i hope you like",10,"it",15
"i just cant wait",10,"until",16
"i just wish i",10,"could",13
"i know i know",10,"i",13
"i know its hard",10,"to",15
"i love u so",10,"much",11
"i love you you",10,"are",14
"i may be able",10,"to",13
"i really dont know",10,"what",18
"i suscribed every single",10,"one",24
"i the only person",10,"who",17
"i think it was",10,"the",14
"i think its important",10,"to",21
"i think that would",10,"be",18
"i think there is",10,"a",16
"i think we can",10,"all",14
"i think we have",10,"to",15
"i wanna go to",10,"the",13
"i want to do",10,"a",12
"i want to see",10,"you",13
"i wanted to be",10,"able",14
"i was a little",10,"girl",14
"i was able to",10,"see",13
"i was going to",10,"go",14
"i was just trying",10,"to",17
"i was one of",10,"the",12
"i was one of",10,"those",12
"i was wondering if",10,"you",18
"i will be at",10,"the",12
"i will buy it",10,"and",13
"i will follow you",10,"back",17
"i will give you",10,"a",15
"i wish i was",10,"in",12
"i wonder if i",10,"can",13
"i would also like",10,"to",17
"i would be happy",10,"to",16
"i would like to",10,"have",15
"i would like to",10,"share",15
"i would love to",10,"meet",15
"if you are in",10,"a",13
"if you do not",10,"have",13
"im ready to go",10,"home",14
"im so excited to",10,"be",16
"im with you on",10,"that",14
"in a week or",10,"two",12
"in front of the",10,"other",15
"in item b projected",10,"above",19
"in less than a",10,"month",14
"in more ways than",10,"one",17
"in my life i",10,"was",12
"in my life that",10,"i",15
"in such a way",10,"as",13
"in the absence of",10,"a",17
"in the back of",10,"a",14
"in the block of",10,"east",15
"in the centre of",10,"the",16
"in the early morning",10,"hours",20
"in the early s",10,"and",14
"in the end i",10,"was",12
"in the form of",10,"the",14
"in the head with",10,"a",16
"in the last few",10,"weeks",15
"in the past year",10,"the",16
"in the s it",10,"was",11
"in the san francisco",10,"bay",20
"in the st louis",10,"region",15
"in their right mind",10,"would",19
"index rose or percent",10,"to",21
"interested in learning more",10,"about",27
"is a big part",10,"of",13
"is a lot of",10,"work",11
"is a picture of",10,"the",15
"is a waste of",10,"time",13
"is expected to be",10,"completed",17
"is going to be",10,"one",14
"is not going to",10,"get",15
"is one of the",10,"biggest",13
"is one of the",10,"greatest",13
"is one of the",10,"more",13
"is one of those",10,"days",15
"is that there is",10,"no",16
"is that too much",10,"to",16
"is that you have",10,"to",16
"is the first time",10,"in",17
"is the right thing",10,"to",18
"is the root of",10,"all",14
"is there a way",10,"to",14
"it and listen to",10,"it",16
"it could have been",10,"a",18
"it for a long",10,"time",13
"it got to the",10,"point",13
"it has to be",10,"a",12
"it in the first",10,"place",15
"it makes me think",10,"of",17
"it means a lot",10,"to",14
"it means to be",10,"a",14
"it one day at",10,"a",13
"it took me so",10,"long",13
"it was a pleasure",10,"to",17
"it was nice to",10,"have",14
"it was only a",10,"matter",13
"it was so great",10,"to",15
"it would mean a",10,"lot",15
"its going to take",10,"a",17
"itunes i will buy",10,"it",17
"just a few weeks",10,"ago",16
"just a few years",10,"ago",16
"just cant wait until",10,"new",20
"just want you to",10,"know",16
"just wanted to make",10,"sure",19
"knew what was going",10,"on",19
"know how hard it",10,"is",16
"know if there is",10,"anything",16
"know im not the",10,"only",15
"larceny a larceny was",10,"reported",21
"let me know how",10,"i",15
"let me know when",10,"youre",16
"let me tell you",10,"a",15
"let you know if",10,"i",15
"light up my world",10,"like",17
"like the rest of",10,"us",16
"like to be able",10,"to",15
"live in a world",10,"where",15
"long as i can",10,"remember",13
"look forward to seeing",10,"your",22
"looking forward to meeting",10,"you",26
"love to hear your",10,"thoughts",17
"make sure you check",10,"out",19
"make sure you have",10,"a",18
"make the most of",10,"it",16
"makes me want to",10,"go",16
"me in a good",10,"mood",12
"me it would mean",10,"the",16
"me would mean so",10,"much",16
"middlesex county prosecutor bruce",10,"kaplan",33
"might be able to",10,"help",16
"mikey mikey mikey mikey",10,"mikey",23
"more on that in",10,"a",15
"more than a year",10,"after",16
"most of the time",10,"the",16
"muchd<U+2665> i suscribed every",10,"single",24
"my big fat independent",10,"movie",22
"national register of historic",10,"places",29
"need to make sure",10,"that",17
"need to talk to",10,"you",15
"new song saysomething comes",10,"to",27
"night i had a",10,"dream",13
"no i dont think",10,"so",15
"no idea what to",10,"do",15
"no matter how much",10,"i",18
"not return a call",10,"seeking",17
"not sure if it",10,"was",14
"nothing could be further",10,"from",24
"now is not the",10,"time",14
"now youre just somebody",10,"that",23
"of my favorite things",10,"to",21
"of the people in",10,"the",16
"of the th anniversary",10,"of",21
"of thousands of dollars",10,"in",23
"of your videos on",10,"youtube",17
"on both ends of",10,"the",15
"on my way to",10,"school",12
"on the back of",10,"a",14
"on the board of",10,"the",15
"on the hunt for",10,"a",15
"on the other hand",10,"you",17
"on the side of",10,"caution",14
"on the size of",10,"the",14
"on the way back",10,"to",15
"on to the next",10,"one",14
"on youtube plz follow",10,"me",21
"one of my favorite",10,"songs",18
"one of the few",10,"people",14
"one of the first",10,"to",16
"one of the most",10,"exciting",15
"one of the most",10,"significant",15
"one of your videos",10,"on",18
"out of his way",10,"to",14
"out of touch with",10,"the",17
"over the last few",10,"days",17
"over the last few",10,"months",17
"over the next couple",10,"of",20
"over the past year",10,"and",18
"over the years i",10,"have",16
"percent from a year",10,"ago",19
"player of the year",10,"in",18
"please follow me would",10,"mean",22
"please follow she is",10,"you",20
"points in the second",10,"half",20
"preheat the oven to",10,"°",19
"pro football hall of",10,"fame",20
"probably one of the",10,"best",19
"probably one of the",10,"most",19
"ready to go to",10,"the",14
"ring in the new",10,"year",15
"rt have a great",10,"day",15
"said in a conference",10,"call",20
"said in an email",10,"to",16
"saysomething comes to itunes",10,"i",28
"second half of the",10,"year",18
"secretary of state jon",10,"husted",22
"see if i can",10,"find",12
"see the light of",10,"day",16
"seen in a long",10,"time",14
"separation of church and",10,"state",24
"she is you biggest",10,"fan",18
"shot percent from the",10,"field",21
"should be able to",10,"get",17
"should come as no",10,"surprise",17
"since the beginning of",10,"time",22
"single one of your",10,"videos",18
"smile bro follow me",10,"belieberboy",19
"so i can dm",10,"you",11
"so i can send",10,"you",13
"so much for the",10,"kind",15
"so muchd<U+2665> i suscribed",10,"every",21
"so so muchd<U+2665> i",10,"suscribed",14
"so so so muchd<U+2665>",10,"i",15
"so so so so",10,"so",11
"so you can see",10,"the",14
"song saysomething comes to",10,"itunes",26
"square feet on for",10,"the",18
"state department of environmental",10,"protection",33
"state of the union",10,"address",18
"steroids and human growth",10,"hormone",25
"still a work in",10,"progress",15
"student at the university",10,"of",25
"such a way as",10,"to",13
"suscribed every single one",10,"of",26
"tell you how much",10,"i",17
"tells the story of",10,"the",18
"terms with the fact",10,"that",19
"thank you all for",10,"the",17
"thank you all so",10,"much",16
"thank you for a",10,"great",15
"thank you for being",10,"so",19
"thank you for following",10,"i",23
"thank you have a",10,"great",16
"thanks for following robin",10,"lynch",26
"thanks for the follow",10,"guys",21
"thanks so much for",10,"all",18
"thanks to everyone who",10,"participated",22
"that can be used",10,"to",16
"that has nothing to",10,"do",19
"that i cant wait",10,"to",16
"that moment when you",10,"realize",20
"that too much to",10,"ask",16
"that was going to",10,"be",17
"that was the first",10,"time",18
"thats what happens when",10,"you",23
"thats what i like",10,"to",17
"thats what im talking",10,"about",21
"the beginning of the",10,"season",20
"the best player on",10,"the",18
"the best thing about",10,"being",20
"the bottom of the",10,"seventh",17
"the bottom of this",10,"post",18
"the center comes out",10,"clean",20
"the change you wish",10,"to",19
"the city kansas missouri",10,"news",24
"the city of new",10,"york",15
"the cook county states",10,"attorneys",22
"the days leading up",10,"to",19
"the driver of the",10,"car",17
"the edge of my",10,"seat",14
"the end of a",10,"long",12
"the end of an",10,"era",13
"the end of the",10,"last",14
"the end of the",10,"semester",14
"the essex county prosecutor’s",10,"office",29
"the fact that he",10,"is",16
"the first game of",10,"the",17
"the front of the",10,"house",16
"the grand scheme of",10,"things",19
"the heart of the",10,"city",16
"the institute for supply",10,"management",24
"the jersey city medical",10,"center",23
"the kind of person",10,"who",18
"the last thing i",10,"want",16
"the last year or",10,"so",16
"the middle of the",10,"street",17
"the moral of the",10,"story",16
"the national institutes of",10,"health",26
"the national register of",10,"historic",24
"the new jersey department",10,"of",25
"the new jersey education",10,"association",24
"the occupy wall street",10,"movement",22
"the only one who",10,"thinks",16
"the other day when",10,"i",18
"the rest of the",10,"afternoon",15
"the same month last",10,"year",19
"the same time it",10,"is",16
"the shit out of",10,"me",15
"the th running of",10,"the",17
"the time we got",10,"to",15
"the united states in",10,"the",20
"the us attorneys office",10,"in",23
"the us chamber of",10,"commerce",17
"the world famous comic",10,"strip",22
"the world trade center",10,"site",22
"there are so many",10,"things",17
"there has been a",10,"lot",16
"there is one thing",10,"that",18
"there is so much",10,"to",16
"there was no way",10,"to",16
"they did a great",10,"job",16
"they have a lot",10,"of",15
"they will be able",10,"to",17
"thing i want to",10,"do",15
"this is just one",10,"of",16
"this is supposed to",10,"be",19
"this is the beginning",10,"of",21
"this is the type",10,"of",16
"this is why i",10,"dont",13
"this is why i",10,"love",13
"those of you who",10,"know",16
"three and a half",10,"years",16
"time for me to",10,"get",14
"to all of you",10,"for",13
"to be able to",10,"be",13
"to be able to",10,"read",13
"to be careful not",10,"to",17
"to call it a",10,"night",12
"to come up with",10,"some",15
"to do it in",10,"a",11
"to get rid of",10,"them",13
"to get the most",10,"out",15
"to get their hands",10,"on",18
"to itunes i will",10,"buy",16
"to make a difference",10,"in",20
"to make sense of",10,"the",16
"to make sure you",10,"get",16
"to make the best",10,"of",16
"to one of the",10,"most",13
"to pm monday through",10,"friday",20
"to reduce the number",10,"of",20
"to say the least",10,"i",16
"to see some of",10,"the",14
"to see what kind",10,"of",16
"to see you in",10,"the",13
"to share some of",10,"the",16
"to shoot for my",10,"dreamsily",15
"to spend more time",10,"with",18
"to spend some time",10,"with",18
"to spend the rest",10,"of",17
"to terms with the",10,"fact",17
"to the center of",10,"the",16
"to the point that",10,"i",17
"to the point where",10,"he",18
"told the los angeles",10,"times",20
"toothbrush express offers great",10,"prices",31
"trying to figure out",10,"the",20
"turned out to be",10,"an",16
"until new song saysomething",10,"comes",27
"us circuit court of",10,"appeals",19
"videos on youtube plz",10,"follow",21
"wait to see you",10,"guys",15
"wait to see you",10,"in",15
"wait until new song",10,"saysomething",19
"waking up in the",10,"morning",16
"want to be in",10,"a",13
"want to learn more",10,"about",18
"want to make sure",10,"that",17
"wanted to make sure",10,"that",19
"was a big part",10,"of",14
"was diagnosed with breast",10,"cancer",25
"was only a matter",10,"of",17
"was really looking forward",10,"to",26
"was the right thing",10,"to",19
"we are in the",10,"process",13
"we are looking for",10,"a",18
"we are so happy",10,"to",15
"we look forward to",10,"your",18
"we need to catch",10,"up",16
"we want to see",10,"your",14
"we were going to",10,"do",16
"we were on our",10,"way",14
"were going to try",10,"to",17
"what are some of",10,"your",16
"what are you doing",10,"for",18
"what are you thankful",10,"for",21
"what can i do",10,"to",13
"what do i need",10,"to",14
"what do you do",10,"for",14
"what do you think",10,"is",17
"what i have to",10,"do",14
"what i was trying",10,"to",17
"what is the best",10,"way",16
"what is the point",10,"of",17
"what they want to",10,"do",17
"what to do with",10,"them",15
"what we need to",10,"do",15
"what you are looking",10,"for",20
"when are you coming",10,"back",19
"when he was years",10,"old",17
"when i go to",10,"the",12
"when i was a",10,"little",12
"when life gives you",10,"lemons",19
"where i want to",10,"be",15
"which is a good",10,"thing",15
"who is going to",10,"be",15
"why didnt i think",10,"of",17
"why is it that",10,"the",14
"will be able to",10,"do",15
"will be held at",10,"pm",15
"will buy it and",10,"listen",15
"will i be able",10,"to",14
"wish i could go",10,"back",15
"wish you the best",10,"of",17
"with that in mind",10,"i",17
"with the help of",10,"a",16
"with the th pick",10,"in",16
"woke up this morning",10,"and",20
"world famous comic strip",10,"live",24
"would be a lot",10,"of",14
"would have been able",10,"to",20
"would like to thank",10,"the",19
"would love to see",10,"more",17
"would love to see",10,"the",17
"year is going to",10,"be",16
"yes you read that",10,"right",17
"you did a great",10,"job",15
"you dm me your",10,"email",14
"you dont want to",10,"be",16
"you dont want to",10,"see",16
"you for all you",10,"do",15
"you for the follow",10,"i",18
"you for the kind",10,"words",16
"you had a great",10,"weekend",15
"you have a chance",10,"to",17
"you have to deal",10,"with",16
"you have to go",10,"to",14
"you have to look",10,"at",16
"you know that there",10,"are",19
"you might be able",10,"to",17
"you need to follow",10,"me",18
"you please follow me",10,"i",20
"you so much for",10,"all",15
"you so so so",10,"muchd<U+2665>",12
"you still have time",10,"to",19
"you to everyone who",10,"came",19
"your chance to win",10,"a",18
"your videos on youtube",10,"plz",22
"— not reported highlights",9,"—",25
"a conference call with",9,"reporters",22
"a day and a",9,"half",11
"a few days after",9,"the",16
"a few days ago",9,"and",14
"a few of my",9,"favorite",11
"a few years ago",9,"that",15
"a former member of",9,"the",18
"a good day when",9,"you",15
"a huge fan of",9,"the",13
"a large part of",9,"the",15
"a light at the",9,"end",14
"a long time ago",9,"i",15
"a lot of money",9,"on",14
"a lot of people",9,"think",15
"a lot of things",9,"to",15
"a matter of fact",9,"i",16
"a news release from",9,"the",19
"a smile on your",9,"face",15
"a squarefoot home with",9,"pool",22
"a very happy birthday",9,"to",21
"a week or so",9,"ago",12
"a win is a",9,"win",10
"able to get out",9,"of",15
"about a month ago",9,"i",17
"about a quarter of",9,"the",18
"about the state of",9,"the",18
"according to a new",9,"report",18
"according to a report",9,"released",21
"according to the associated",9,"press",27
"all i can think",9,"about",15
"all i could do",9,"was",14
"all i could think",9,"about",17
"all over the place",9,"and",18
"all the mothers out",9,"there",19
"always going to be",9,"a",18
"am going to have",9,"to",16
"am to pm saturday",9,"and",17
"and a great way",9,"to",15
"and as soon as",9,"i",14
"and for the most",9,"part",16
"and for those of",9,"you",16
"and have a great",9,"day",16
"and hope to see",9,"you",15
"and i dont know",9,"what",15
"and i have a",9,"lot",12
"and i want you",9,"to",14
"and i wanted to",9,"be",15
"and in the end",9,"i",14
"and its going to",9,"be",16
"and let us know",9,"what",15
"and make the most",9,"of",17
"and more often than",9,"not",19
"and other parts of",9,"the",18
"and put it on",9,"the",13
"and sashacan they sing",9,"happy",22
"and thats a good",9,"thing",16
"and the e street",9,"band",16
"and the fact that",9,"he",17
"and the fact that",9,"it",17
"and the only way",9,"to",16
"and the rest of",9,"us",15
"and will continue to",9,"do",20
"any way shape or",9,"form",16
"anything to do with",9,"it",19
"are in the middle",9,"of",17
"are one of my",9,"favorite",13
"are trying to figure",9,"out",20
"are what we repeatedly",9,"do",22
"are you guys going",9,"to",18
"around the time of",9,"the",18
"as a result of",9,"his",14
"as good as it",9,"gets",13
"as i would like",9,"to",15
"as long as i",9,"could",12
"as long as we",9,"have",13
"as long as you",9,"are",14
"as long as you",9,"dont",14
"as soon as we",9,"get",13
"as well as for",9,"the",14
"at a time when",9,"many",14
"at first i thought",9,"it",18
"at least once a",9,"day",15
"at stores open at",9,"least",17
"at the drop of",9,"a",14
"at the end of",9,"their",13
"at the hands of",9,"the",15
"at the same time",9,"but",16
"at the same time",9,"its",16
"at the tail end",9,"of",15
"at the time i",9,"was",13
"at the university of",9,"missouri",20
"at the university of",9,"north",20
"at the university of",9,"washington",20
"baby you light up",9,"my",17
"back to the drawing",9,"board",19
"back to the united",9,"states",18
"be in the same",9,"room",14
"be lying if i",9,"said",13
"beat the shit out",9,"of",17
"because i didn’t want",9,"to",21
"become one of the",9,"most",17
"been a while since",9,"ive",18
"been a while since",9,"we",18
"before i go to",9,"bed",14
"being held in lieu",9,"of",18
"birthday hope you have",9,"a",22
"bring a large pot",9,"of",17
"but as soon as",9,"we",14
"but i do know",9,"that",13
"but i dont think",9,"i",16
"but i dont think",9,"it",16
"but i just wanted",9,"to",17
"but i was able",9,"to",14
"but in the end",9,"it",14
"but it would be",9,"a",15
"but there is a",9,"lot",14
"but this is the",9,"first",15
"but when i do",9,"i",13
"but you dont have",9,"to",17
"by the end of",9,"june",13
"by the time i",9,"get",13
"by the time i",9,"was",13
"came in the form",9,"of",16
"can be a part",9,"of",13
"can be found at",9,"the",15
"can no longer afford",9,"to",20
"can with the pungleme",9,"app",21
"can you give me",9,"a",15
"cant figure out how",9,"to",19
"cant think of a",9,"better",15
"cant wait to hear",9,"about",17
"cant wait to hear",9,"the",17
"cant wait to see",9,"this",16
"center for the performing",9,"arts",25
"community volume is trading",9,"the",27
"cook county states attorneys",9,"office",28
"cool on a wire",9,"rack",14
"cost damage attacks up",9,"to",22
"could be further from",9,"the",21
"could go back in",9,"time",16
"could really go for",9,"some",19
"damage attacks up to",9,"enemies",20
"day in the life",9,"of",15
"day to all of",9,"the",13
"day to all the",9,"wonderful",14
"decide whether or not",9,"to",21
"dedicated to the memory",9,"of",23
"department of health and",9,"senior",24
"did not respond to",9,"a",18
"did you hear about",9,"the",18
"didnt know what to",9,"do",18
"died of a heart",9,"attack",15
"do a lot of",9,"things",11
"do is leave a",9,"comment",13
"do it all the",9,"time",13
"do not have to",9,"be",14
"do you know how",9,"much",15
"do you know how",9,"to",15
"do you know what",9,"i",16
"do you think i",9,"am",14
"does it feel to",9,"be",15
"does it have to",9,"be",15
"does not seem to",9,"be",16
"dont get me wrong",9,"but",17
"dont know what i",9,"would",16
"dont know why but",9,"i",17
"dont want to talk",9,"about",17
"dont you hate it",9,"when",16
"due to a lack",9,"of",13
"dynamic ip pptpltpsstp server",9,"in",29
"earned a bachelors degree",9,"in",25
"end of the year",9,"the",15
"enough hours in the",9,"day",19
"every now and then",9,"i",18
"every single one of",9,"them",19
"expire at the end",9,"of",17
"famous comic strip live",9,"nyc",23
"fannie mae and freddie",9,"mac",22
"feb in the block",9,"of",16
"feel free to contact",9,"me",20
"fell in love with",9,"it",17
"fell points or percent",9,"to",22
"first i thought it",9,"was",18
"follow i look forward",9,"to",21
"for a couple of",9,"minutes",15
"for a few minutes",9,"and",17
"for a really long",9,"time",17
"for a second i",9,"thought",14
"for a week or",9,"so",13
"for all the hard",9,"work",16
"for at least an",9,"hour",15
"for coming out last",9,"night",19
"for long periods of",9,"time",19
"for the end of",9,"the",14
"for the faint of",9,"heart",16
"for the follow hope",9,"you",19
"for the fun of",9,"it",14
"for the last few",9,"years",16
"for the next four",9,"years",17
"for the price of",9,"one",16
"for the republican presidential",9,"nomination",31
"for the start of",9,"the",16
"former massachusetts gov mitt",9,"romney",29
"forward to learning more",9,"about",24
"forward to reading your",9,"tweets",23
"forward to seeing you",9,"in",21
"forward to seeing you",9,"there",21
"freaking out keep freaking",9,"out",26
"from all of us",9,"at",14
"from both sides of",9,"the",18
"from the us department",9,"of",22
"from time to time",9,"but",17
"from to pm at",9,"the",13
"from what i can",9,"tell",15
"g fiber mg sodium",9,"mg",17
"g protein g carbohydrates",9,"g",25
"g sugar g fiber",9,"mg",15
"game of the world",9,"series",17
"general hookers gal by",9,"cathyllogan",22
"get the word out",9,"about",16
"get to the bottom",9,"of",17
"get to the point",9,"where",16
"getting to know each",9,"other",20
"give us a call",9,"at",14
"go a long way",9,"toward",13
"go all the way",9,"to",14
"go out on a",9,"limb",11
"good luck to all",9,"the",16
"good to hear from",9,"you",17
"good way to start",9,"the",17
"had so much fun",9,"with",15
"happy birthday hope you",9,"have",23
"happy birthday to her",9,"please",21
"happy new year to",9,"all",17
